"PublYearMonth","Company","M","L","C","KD","S","V","MP","SD","FI","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2006-sep","Synovate Temo",0.288,0.07,0.07,0.08,0.336,0.06,0.043,0.022,NA,21.9,1689,2006-09-16,NA,2006-09-16,FALSE,"Ipsos"
"2006-sep","Sifo",0.25,0.092,0.07,0.074,0.348,0.058,0.053,NA,NA,NA,1932,2006-09-16,2006-09-13,2006-09-14,FALSE,"Sifo"
"2006-sep","Skop",0.239,0.103,0.066,0.075,0.361,0.051,0.064,NA,NA,NA,1600,2006-09-16,2006-09-12,2006-09-14,FALSE,"Skop"
"2006-sep","Ruab",0.285,0.098,0.058,0.048,0.355,0.057,0.056,NA,NA,26.5,2040,2006-09-16,2006-09-06,2006-09-14,FALSE,"Sifo"
"2006-sep","Synovate Temo",0.274,0.073,0.072,0.078,0.344,0.063,0.046,0.028,NA,22.1,1587,2006-09-16,2006-09-12,2006-09-14,FALSE,"Ipsos"
"2006-sep","Sifo",0.241,0.095,0.07,0.067,0.353,0.063,0.063,0.02,NA,NA,1581,2006-09-15,2006-09-11,2006-09-13,FALSE,"Sifo"
"2006-sep","Sifo",0.243,0.079,0.074,0.076,0.367,0.066,0.054,0.015,NA,NA,1200,2006-09-14,2006-09-09,2006-09-12,FALSE,"Sifo"
"2006-sep","Demoskop",0.283,0.088,0.054,0.079,0.333,0.059,0.057,NA,NA,14,1012,2006-09-14,2006-09-09,2006-09-12,FALSE,"Demoskop"
"2006-sep","Synovate Temo",0.258,0.084,0.066,0.083,0.353,0.062,0.05,0.011,NA,17.9,1269,2006-09-14,2006-09-07,2006-09-12,FALSE,"Ipsos"
"2006-sep","Sifo",0.259,0.072,0.075,0.072,0.361,0.056,0.052,NA,NA,NA,1186,2006-09-13,2006-09-08,2006-09-11,FALSE,"Sifo"
"2006-sep","Sifo",0.264,0.077,0.068,0.072,0.339,0.064,0.061,NA,NA,NA,1189,2006-09-12,2006-09-07,2006-09-10,FALSE,"Sifo"
"2006-sep","Synovate Temo",0.258,0.081,0.07,0.074,0.348,0.065,0.057,NA,NA,NA,1793,2006-09-12,2006-09-04,2006-09-10,FALSE,"Ipsos"
"2006-sep","Sifo",0.245,0.096,0.063,0.073,0.342,0.07,0.055,NA,NA,13.5,1200,2006-09-11,2006-09-06,2006-09-09,FALSE,"Sifo"
"2006-sep","Sifo",0.245,0.096,0.064,0.07,0.344,0.065,0.06,NA,NA,14.5,1214,2006-09-10,2006-09-05,2006-09-08,FALSE,"Sifo"
"2006-sep","Synovate Temo",0.254,0.087,0.072,0.073,0.346,0.064,0.061,NA,NA,20.8,1800,2006-09-09,2006-09-02,2006-09-07,FALSE,"Ipsos"
"2006-sep","Sifo",0.244,0.094,0.058,0.075,0.345,0.072,0.065,NA,NA,14.5,1231,2006-09-09,2006-09-04,2006-09-07,FALSE,"Sifo"
"2006-sep","Sifo",0.244,0.088,0.055,0.08,0.357,0.073,0.059,NA,NA,NA,1164,2006-09-08,2006-09-03,2006-09-06,FALSE,"Sifo"
"2006-sep","Sifo",0.26,0.076,0.062,0.075,0.357,0.071,0.057,NA,NA,NA,1198,2006-09-07,2006-09-01,2006-09-05,FALSE,"Sifo"
"2006-sep","Demoskop",0.272,0.113,0.059,0.055,0.34,0.075,0.041,NA,NA,12.9,1007,2006-09-07,2006-08-29,2006-09-05,FALSE,"Demoskop"
"2006-sep","Sifo",0.257,0.086,0.06,0.071,0.349,0.073,0.059,NA,NA,NA,1132,2006-09-06,2006-08-31,2006-09-03,FALSE,"Sifo"
"2006-sep","Skop",0.233,0.113,0.066,0.074,0.331,0.072,0.058,NA,NA,9,1075,2006-09-06,2006-08-23,2006-09-04,FALSE,"Skop"
"2006-sep","Sifo",0.254,0.093,0.068,0.067,0.342,0.077,0.052,NA,NA,13.9,1062,2006-09-05,2006-08-30,2006-09-03,FALSE,"Sifo"
"2006-sep","Synovate Temo",0.248,0.101,0.071,0.068,0.356,0.057,0.055,NA,NA,20.8,1903,2006-09-05,2006-08-28,2006-09-03,FALSE,"Ipsos"
"2006-sep","Sifo",0.239,0.115,0.06,0.067,0.342,0.069,0.063,NA,NA,13.1,1241,2006-09-02,2006-08-28,2006-08-31,FALSE,"Sifo"
"2006-sep","Ruab",0.302,0.088,0.05,0.058,0.355,0.063,0.051,NA,NA,29,2067,2006-09-01,2006-08-20,2006-08-30,FALSE,"Sifo"
"2006-aug","Synovate Temo",0.269,0.11,0.057,0.063,0.347,0.058,0.059,NA,NA,19.4,1771,2006-08-29,2006-08-22,2006-08-28,FALSE,"Ipsos"
"2006-aug","Sifo",0.243,0.102,0.067,0.065,0.358,0.056,0.06,NA,NA,20,1248,2006-08-26,2006-08-21,2006-08-24,FALSE,"Sifo"
"2006-aug","Synovate Temo",0.262,0.114,0.055,0.067,0.364,0.048,0.052,NA,NA,19.1,1774,2006-08-25,2006-08-19,2006-08-24,FALSE,"Ipsos"
"2006-aug","Ruab",0.291,0.087,0.051,0.05,0.404,0.046,0.046,NA,NA,32.7,2110,2006-08-24,2006-08-12,2006-08-22,FALSE,"Sifo"
"2006-aug","Synovate Temo",0.28,0.098,0.061,0.054,0.377,0.036,0.053,NA,NA,22.6,1780,2006-08-22,2006-08-14,2006-08-20,FALSE,"Ipsos"
"2006-aug","Skop",0.269,0.101,0.061,0.072,0.355,0.044,0.051,NA,NA,NA,1000,2006-08-21,2006-08-09,2006-08-19,FALSE,"Skop"
"2006-aug","Sifo",0.286,0.111,0.049,0.07,0.341,0.059,0.045,NA,NA,20,1239,2006-08-19,2006-08-14,2006-08-17,FALSE,"Sifo"
"2006-aug","Synovate Temo",0.286,0.102,0.057,0.056,0.348,0.047,0.058,NA,NA,22.8,1624,2006-08-18,2006-08-12,2006-08-16,FALSE,"Ipsos"
"2006-aug","Skop",0.242,0.109,0.072,0.068,0.345,0.059,0.066,NA,NA,9,1087,2006-08-11,2006-07-12,2006-08-08,FALSE,"Skop"
"2006-aug","Demoskop",0.304,0.099,0.046,0.055,0.337,0.069,0.052,NA,NA,17.5,1002,2006-08-10,2006-08-02,2006-08-08,FALSE,"Demoskop"
"2006-aug","Sifo",0.267,0.103,0.066,0.069,0.346,0.056,0.059,NA,NA,19.2,1894,2006-08-10,2006-07-26,2006-08-08,FALSE,"Sifo"
"2006-jul","Skop",0.253,0.12,0.059,0.062,0.362,0.059,0.048,NA,NA,7,1000,2006-07-26,2006-06-15,2006-07-14,FALSE,"Skop"
"2006-jul","Demoskop",0.309,0.08,0.073,0.053,0.357,0.044,0.042,NA,NA,17.5,1004,2006-07-13,2006-07-04,2006-07-11,FALSE,"Demoskop"
"2006-jun","Synovate Temo",0.263,0.099,0.058,0.056,0.368,0.059,0.045,NA,NA,18.6,2484,2006-06-23,2006-06-07,2006-06-21,FALSE,"Ipsos"
"2006-jun","Sifo",0.269,0.092,0.062,0.05,0.376,0.061,0.052,NA,NA,17.6,1920,2006-06-18,2006-06-05,2006-06-15,FALSE,"Sifo"
"2006-jun","SCB",0.259,0.109,0.062,0.058,0.375,0.058,0.047,NA,NA,17,6900,2006-06-15,2006-05-02,2006-05-30,FALSE,"SCB"
"2006-jun","Ruab",0.304,0.084,0.05,0.047,0.372,0.055,0.063,NA,NA,30,2134,2006-06-15,2006-06-01,2006-06-11,FALSE,"Sifo"
"2006-jun","Demoskop",0.274,0.088,0.054,0.057,0.374,0.069,0.062,NA,NA,15.4,1004,2006-06-07,2006-05-29,2006-06-06,FALSE,"Demoskop"
"2006-jun","Skop",0.248,0.102,0.062,0.064,0.378,0.065,0.048,NA,NA,4,1216,2006-06-05,2006-05-13,2006-06-01,FALSE,"Skop"
"2006-maj","Sifo",0.252,0.117,0.058,0.052,0.366,0.068,0.055,NA,NA,17.4,1896,2006-05-21,2006-05-08,2006-05-18,FALSE,"Sifo"
"2006-maj","Synovate Temo",0.269,0.087,0.063,0.059,0.383,0.054,0.049,NA,NA,19.6,2212,2006-05-19,2006-05-03,2006-05-17,FALSE,"Ipsos"
"2006-maj","Ruab",0.299,0.088,0.046,0.047,0.368,0.071,0.051,NA,NA,30,1964,2006-05-12,2006-05-01,2006-05-10,FALSE,"Sifo"
"2006-maj","Demoskop",0.303,0.1,0.036,0.04,0.362,0.071,0.055,NA,NA,17.6,1000,2006-05-04,2006-04-24,2006-05-02,FALSE,"Demoskop"
"2006-maj","Skop",0.219,0.127,0.074,0.069,0.343,0.076,0.053,NA,NA,8,1158,2006-05-01,2006-04-06,2006-04-29,FALSE,"Skop"
"2006-apr","Temo",0.279,0.099,0.06,0.063,0.365,0.051,0.053,NA,NA,20.3,1725,2006-04-28,2006-04-18,2006-04-26,FALSE,"Ipsos"
"2006-apr","Sifo",0.262,0.115,0.053,0.054,0.362,0.064,0.052,NA,NA,18,1908,2006-04-23,2006-04-10,2006-04-20,FALSE,"Sifo"
"2006-apr","Ruab",0.329,0.089,0.045,0.052,0.352,0.056,0.052,NA,NA,30.2,2062,2006-04-12,2006-04-01,2006-04-11,FALSE,"Sifo"
"2006-apr","Demoskop",0.3,0.088,0.048,0.049,0.378,0.052,0.049,NA,NA,23.2,1000,2006-04-07,2006-03-28,2006-04-03,FALSE,"Demoskop"
"2006-apr","Skop",0.235,0.096,0.069,0.064,0.39,0.057,0.057,NA,NA,7,1100,2006-04-03,2006-03-12,2006-03-28,FALSE,"Skop"
"2006-mar","Temo",0.292,0.097,0.053,0.064,0.349,0.062,0.051,NA,NA,21.2,2715,2006-03-31,2006-03-13,2006-03-29,FALSE,"Ipsos"
"2006-mar","Sifo",0.282,0.102,0.067,0.059,0.362,0.056,0.044,NA,NA,16.2,1876,2006-03-19,2006-03-06,2006-03-16,FALSE,"Sifo"
"2006-mar","Ruab",0.302,0.11,0.058,0.028,0.371,0.053,0.046,NA,NA,32.5,2070,2006-03-18,2006-03-06,2006-03-15,FALSE,"Sifo"
"2006-mar","Demoskop",0.31,0.093,0.059,0.036,0.364,0.045,0.051,NA,NA,20.1,1003,2006-03-09,2006-02-28,2006-03-06,FALSE,"Demoskop"
"2006-mar","Skop",0.267,0.11,0.064,0.06,0.363,0.054,0.05,NA,NA,10,1072,2006-03-05,NA,NA,FALSE,"Skop"
"2006-feb","Temo",0.284,0.105,0.062,0.051,0.363,0.06,0.046,NA,NA,21.1,2754,2006-02-24,2006-02-06,2006-02-22,FALSE,"Ipsos"
"2006-feb","Sifo",0.281,0.107,0.058,0.06,0.349,0.06,0.049,NA,NA,17.8,1891,2006-02-19,2006-02-06,2006-02-16,FALSE,"Sifo"
"2006-feb","Ruab",0.32,0.097,0.047,0.037,0.354,0.049,0.066,NA,NA,30.2,2067,2006-02-18,2006-02-06,2006-02-15,FALSE,"Sifo"
"2006-feb","Skop",0.239,0.118,0.066,0.066,0.359,0.069,0.046,NA,NA,NA,1250,2006-02-11,2006-01-12,2006-01-27,FALSE,"Skop"
"2006-feb","Demoskop",0.316,0.091,0.047,0.04,0.363,0.072,0.055,NA,NA,17.6,1001,2006-02-09,2006-01-31,2006-02-06,FALSE,"Demoskop"
"2006-jan","Temo",0.309,0.1,0.056,0.044,0.343,0.062,0.048,NA,NA,21,2746,2006-01-27,2006-01-09,2006-01-25,FALSE,"Ipsos"
"2006-jan","Sifo",0.309,0.093,0.069,0.048,0.353,0.067,0.041,NA,NA,NA,1891,2006-01-22,2006-01-09,2006-01-19,FALSE,"Sifo"
"2006-jan","Ruab",0.313,0.087,0.068,0.04,0.364,0.05,0.056,NA,NA,25.8,2038,2006-01-21,2006-01-10,2006-01-19,FALSE,"Sifo"
"2006-jan","Demoskop",0.308,0.101,0.042,0.036,0.379,0.056,0.062,NA,NA,19.1,1003,2006-01-12,2006-01-02,2006-01-10,FALSE,"Demoskop"
"2006-jan","Skop",0.242,0.107,0.069,0.046,0.369,0.063,0.069,NA,NA,9,1126,2006-01-07,2005-12-08,2006-01-02,FALSE,"Skop"
"2005-dec","Temo",0.303,0.104,0.062,0.049,0.345,0.052,0.052,NA,NA,22.7,2512,2005-12-22,2005-12-05,2005-12-20,FALSE,"Ipsos"
"2005-dec","Skop",0.227,0.105,0.065,0.071,0.367,0.059,0.064,NA,NA,NA,1200,2005-12-18,2005-11-17,2005-12-13,FALSE,"Skop"
"2005-dec","Sifo",0.297,0.105,0.067,0.046,0.332,0.059,0.045,NA,NA,20.1,1889,2005-12-18,2005-12-05,2005-12-15,FALSE,"Sifo"
"2005-dec","SCB",0.259,0.111,0.059,0.048,0.371,0.057,0.041,NA,NA,17.8,9242,2005-12-15,2005-10-31,2005-11-24,FALSE,"SCB"
"2005-dec","Ruab",0.29,0.093,0.067,0.042,0.38,0.042,0.047,NA,NA,25.8,2020,2005-12-10,2005-11-29,2005-12-09,FALSE,"Sifo"
"2005-dec","Demoskop",0.305,0.097,0.063,0.045,0.319,0.067,0.062,NA,NA,13.1,1001,2005-12-08,2005-11-29,2005-12-06,FALSE,"Demoskop"
"2005-nov","Temo",0.276,0.094,0.065,0.04,0.357,0.061,0.048,NA,NA,18.2,2499,2005-11-25,2005-11-08,2005-11-23,FALSE,"Ipsos"
"2005-nov","Ruab",0.32,0.094,0.063,0.033,0.34,0.043,0.058,NA,NA,27.7,2499,2005-11-21,2005-11-07,2005-11-17,FALSE,"Sifo"
"2005-nov","Sifo",0.274,0.107,0.052,0.043,0.361,0.05,0.048,NA,NA,17.6,1899,2005-11-13,2005-10-31,2005-11-10,FALSE,"Sifo"
"2005-nov","Skop",0.24,0.128,0.069,0.062,0.367,0.052,0.047,NA,NA,9,1157,2005-11-13,2005-10-19,2005-11-12,FALSE,"Skop"
"2005-nov","Demoskop",0.313,0.093,0.067,0.031,0.331,0.073,0.042,NA,NA,14.1,1002,2005-11-03,2005-10-25,2005-11-01,FALSE,"Demoskop"
"2005-okt","Temo",0.316,0.094,0.056,0.043,0.321,0.059,0.046,NA,NA,19,2489,2005-10-28,2005-10-11,2005-10-26,FALSE,"Ipsos"
"2005-okt","Sifo",0.302,0.091,0.053,0.048,0.337,0.064,0.043,NA,NA,NA,1875,2005-10-16,2005-10-03,2005-10-13,FALSE,"Sifo"
"2005-okt","Skop",0.264,0.105,0.066,0.052,0.365,0.055,0.059,NA,NA,8,1117,2005-10-15,2005-09-21,2005-10-12,FALSE,"Skop"
"2005-okt","Ruab",0.308,0.088,0.052,0.045,0.344,0.045,0.053,NA,NA,28,2078,2005-10-14,2005-10-03,2005-10-12,FALSE,"Sifo"
"2005-okt","Demoskop",0.308,0.11,0.047,0.033,0.353,0.059,0.042,NA,NA,15.8,1002,2005-10-06,2005-09-27,2005-10-04,FALSE,"Demoskop"
"2005-okt","Temo",0.314,0.087,0.068,0.037,0.355,0.057,0.047,NA,NA,20,1952,2005-10-01,2005-09-19,2005-09-29,FALSE,"Ipsos"
"2005-sep","Sifo",0.305,0.102,0.057,0.047,0.343,0.055,0.061,NA,NA,15.3,1897,2005-09-18,2005-09-05,2005-09-15,FALSE,"Sifo"
"2005-sep","Temo",0.325,0.101,0.063,0.04,0.344,0.056,0.043,NA,NA,20.7,3002,2005-09-17,2005-08-29,2005-09-15,FALSE,"Ipsos"
"2005-sep","Skop",0.256,0.112,0.059,0.083,0.361,0.066,0.038,NA,NA,NA,1146,2005-09-17,2005-08-23,2005-09-15,FALSE,"Skop"
"2005-sep","Ruab",0.327,0.089,0.069,0.037,0.351,0.064,0.045,NA,NA,28,2057,2005-09-12,2005-08-30,2005-09-08,FALSE,"Sifo"
"2005-sep","Demoskop",0.306,0.087,0.058,0.04,0.358,0.081,0.044,NA,NA,16.4,1000,2005-09-06,2005-08-30,2005-09-05,FALSE,"Demoskop"
"2005-aug","Sifo",0.3,0.129,0.06,0.046,0.321,0.063,0.054,NA,NA,NA,1893,2005-08-28,2005-08-15,2005-08-25,FALSE,"Sifo"
"2005-aug","Temo",0.322,0.112,0.057,0.043,0.341,0.061,0.044,NA,NA,22.6,3273,2005-08-26,2005-08-08,2005-08-25,FALSE,"Ipsos"
"2005-aug","Skop",0.271,0.139,0.059,0.063,0.333,0.059,0.057,NA,NA,8,1190,2005-08-20,2005-07-25,2005-08-18,FALSE,"Skop"
"2005-aug","Skop",0.279,0.116,0.075,0.069,0.332,0.058,0.053,NA,NA,10,1110,2005-08-04,2005-07-21,2005-07-25,FALSE,"Skop"
"2005-jul","Demoskop",0.358,0.097,0.065,0.043,0.293,0.062,0.047,NA,NA,13.9,1002,2005-07-06,2005-06-28,2005-07-06,FALSE,"Demoskop"
"2005-jun","Skop",0.246,0.13,0.06,0.066,0.34,0.069,0.053,NA,NA,NA,NA,2005-06-27,NA,NA,FALSE,"Skop"
"2005-jun","Temo",0.317,0.118,0.072,0.038,0.308,0.067,0.054,NA,NA,22.2,2571,2005-06-23,2005-06-07,2005-06-21,FALSE,"Ipsos"
"2005-jun","Sifo",0.29,0.12,0.056,0.055,0.314,0.065,0.063,NA,NA,NA,1888,2005-06-19,2005-06-06,2005-06-16,FALSE,"Sifo"
"2005-jun","SCB",0.277,0.117,0.065,0.044,0.347,0.07,0.044,NA,NA,17,9326,2005-06-16,2005-05-02,2005-05-26,FALSE,"SCB"
"2005-jun","Ruab",0.345,0.11,0.049,0.033,0.319,0.066,0.046,NA,NA,27.6,2169,2005-06-10,2005-05-30,2005-06-08,FALSE,"Sifo"
"2005-jun","Demoskop",0.279,0.145,0.066,0.041,0.32,0.066,0.056,NA,NA,16.4,1000,2005-06-08,2005-05-31,2005-06-07,FALSE,"Demoskop"
"2005-maj","Temo",0.293,0.118,0.054,0.039,0.346,0.07,0.048,NA,NA,19.4,2368,2005-05-27,2005-05-10,2005-05-25,FALSE,"Ipsos"
"2005-maj","Skop",0.262,0.123,0.06,0.073,0.349,0.068,0.045,NA,NA,6,1100,2005-05-19,2005-04-28,2005-05-17,FALSE,"Skop"
"2005-maj","Sifo",0.291,0.121,0.062,0.053,0.323,0.067,0.042,NA,NA,NA,1890,2005-05-15,2005-05-02,2005-05-11,FALSE,"Sifo"
"2005-maj","Demoskop",0.279,0.138,0.048,0.045,0.358,0.055,0.039,NA,NA,12.4,1001,2005-05-10,2005-04-27,2005-05-09,FALSE,"Demoskop"
"2005-maj","Zapera",0.299,0.135,0.061,0.05,0.261,0.077,0.049,NA,NA,NA,1012,2005-05-01,2005-04-27,2005-04-30,FALSE,"YouGov"
"2005-apr","Temo",0.301,0.135,0.059,0.04,0.323,0.05,0.05,NA,NA,23,2381,2005-04-29,2005-04-12,2005-04-27,FALSE,"Ipsos"
"2005-apr","Sifo",0.288,0.114,0.062,0.054,0.313,0.066,0.056,NA,NA,NA,1910,2005-04-17,2005-04-04,2005-04-14,FALSE,"Sifo"
"2005-apr","Skop",0.27,0.114,0.058,0.052,0.33,0.077,0.068,NA,NA,7,1103,2005-04-16,2005-03-29,2005-04-14,FALSE,"Skop"
"2005-apr","Demoskop",0.304,0.12,0.055,0.044,0.308,0.069,0.071,NA,NA,12.8,1001,2005-04-07,2005-03-30,2005-04-06,FALSE,"Demoskop"
"2005-mar","Temo",0.29,0.132,0.05,0.041,0.332,0.066,0.06,NA,NA,19.4,2619,2005-03-26,2005-03-07,2005-03-22,FALSE,"Ipsos"
"2005-mar","Skop",0.213,0.164,0.053,0.062,0.368,0.066,0.048,NA,NA,6,1200,2005-03-25,2005-02-28,2005-03-23,FALSE,"Skop"
"2005-mar","Ruab",0.315,0.108,0.058,0.043,0.313,0.069,0.061,NA,NA,27.4,2079,2005-03-21,2005-03-10,2005-03-19,FALSE,"Sifo"
"2005-mar","Sifo",0.266,0.129,0.062,0.055,0.33,0.071,0.061,NA,NA,NA,1896,2005-03-13,2005-02-28,2005-03-10,FALSE,"Sifo"
"2005-mar","Demoskop",0.284,0.138,0.057,0.056,0.302,0.068,0.067,NA,NA,13.7,1004,2005-03-06,2005-02-23,2005-03-02,FALSE,"Demoskop"
"2005-feb","TEMO",0.275,0.111,0.063,0.036,0.344,0.076,0.068,NA,NA,20,2190,2005-02-27,2005-02-09,2005-02-23,FALSE,"Ipsos"
"2005-feb","Sifo",0.247,0.131,0.062,0.049,0.38,0.057,0.053,NA,NA,NA,1893,2005-02-13,2005-01-31,2005-02-10,FALSE,"Sifo"
"2005-feb","Skop",0.216,0.136,0.057,0.065,0.381,0.066,0.052,NA,NA,NA,1200,2005-02-13,2005-01-20,2005-02-08,FALSE,"Skop"
"2005-feb","Demoskop",0.304,0.125,0.058,0.033,0.337,0.056,0.046,NA,NA,12.6,1001,2005-02-03,2005-01-26,2005-02-02,FALSE,"Demoskop"
"2005-jan","Zapera",0.286,0.13,0.075,0.035,0.341,0.067,0.045,NA,NA,NA,1009,2005-01-31,2005-01-27,2005-01-30,FALSE,"YouGov"
"2005-jan","TEMO",0.276,0.116,0.066,0.03,0.361,0.074,0.052,NA,NA,16.4,2661,2005-01-29,2005-01-10,2005-01-26,FALSE,"Ipsos"
"2005-jan","Sifo",0.243,0.128,0.066,0.053,0.35,0.073,0.057,NA,NA,NA,1907,2005-01-23,2005-01-10,2005-01-20,FALSE,"Sifo"
"2005-jan","Ruab",0.286,0.114,0.052,0.043,0.353,0.066,0.051,NA,NA,28.9,2123,2005-01-17,2005-01-11,2005-01-15,FALSE,"Sifo"
"2005-jan","Demoskop",0.274,0.125,0.067,0.047,0.375,0.067,0.027,NA,NA,17.1,1003,2005-01-12,2005-01-04,2005-01-11,FALSE,"Demoskop"
"2004-dec","Skop",0.199,0.133,0.062,0.07,0.38,0.078,0.04,NA,NA,6,1195,2004-12-19,2004-11-22,2004-12-15,FALSE,"Skop"
"2004-dec","Sifo",0.251,0.127,0.065,0.046,0.355,0.07,0.057,NA,NA,NA,1886,2004-12-19,2004-12-06,2004-12-16,FALSE,"Sifo"
"2004-dec","TEMO",0.279,0.107,0.059,0.049,0.354,0.081,0.048,NA,NA,17.2,2862,2004-12-17,2004-11-25,2004-12-15,FALSE,"Ipsos"
"2004-dec","SCB",0.234,0.12,0.067,0.055,0.379,0.076,0.047,NA,NA,16.3,9201,2004-12-09,2004-11-01,2004-11-26,FALSE,"SCB"
"2004-dec","Demoskop",0.259,0.109,0.068,0.04,0.39,0.058,0.052,NA,NA,13.8,1001,2004-12-06,2004-11-24,2004-12-01,FALSE,"Demoskop"
"2004-nov","TEMO",0.282,0.117,0.065,0.044,0.346,0.065,0.062,NA,NA,18.6,1910,2004-11-26,2004-11-11,2004-11-24,FALSE,"Ipsos"
"2004-nov","Skop",0.198,0.134,0.056,0.064,0.399,0.079,0.052,NA,NA,8,1225,2004-11-22,2004-10-30,2004-11-18,FALSE,"Skop"
"2004-nov","TEMO",0.262,0.105,0.059,0.039,0.362,0.084,0.065,NA,NA,15.9,1916,2004-11-12,2004-10-28,2004-11-10,FALSE,"Ipsos"
"2004-nov","Sifo",0.247,0.127,0.063,0.052,0.369,0.067,0.052,NA,NA,NA,1875,2004-11-11,2004-10-27,2004-11-09,FALSE,"Sifo"
"2004-nov","Demoskop",0.274,0.097,0.069,0.036,0.391,0.076,0.036,NA,NA,11.4,1000,2004-11-04,2004-10-25,2004-11-01,FALSE,"Demoskop"
"2004-okt","TEMO",0.294,0.099,0.057,0.04,0.376,0.066,0.051,NA,NA,15.6,1972,2004-10-29,2004-10-14,2004-10-27,FALSE,"Ipsos"
"2004-okt","Sifo",0.243,0.12,0.077,0.057,0.363,0.071,0.041,NA,NA,NA,1882,2004-10-17,2004-10-04,2004-10-14,FALSE,"Sifo"
"2004-okt","TEMO",0.288,0.109,0.054,0.041,0.35,0.082,0.053,NA,NA,17.9,2846,2004-10-15,2004-09-23,2004-10-13,FALSE,"Ipsos"
"2004-okt","Demoskop",0.277,0.129,0.057,0.027,0.338,0.091,0.057,NA,NA,14.1,1009,2004-10-06,2004-09-28,2004-10-05,FALSE,"Demoskop"
"2004-sep","Ruab",0.271,0.11,0.055,0.04,0.347,0.088,0.059,NA,NA,27.1,NA,2004-09-27,2004-09-14,2004-09-22,FALSE,"Sifo"
"2004-sep","TEMO",0.266,0.117,0.063,0.045,0.331,0.099,0.053,NA,NA,15.2,3779,2004-09-24,2004-08-25,2004-09-22,FALSE,"Ipsos"
"2004-sep","Skop",0.201,0.131,0.069,0.07,0.376,0.079,0.046,NA,NA,8,1300,2004-09-19,2004-08-27,2004-09-18,FALSE,"Skop"
"2004-sep","Sifo",0.235,0.124,0.08,0.052,0.331,0.09,0.054,NA,NA,NA,1879,2004-09-19,2004-09-06,2004-09-16,FALSE,"Sifo"
"2004-sep","Demoskop",0.273,0.102,0.067,0.056,0.33,0.105,0.058,NA,NA,15.1,1001,2004-09-06,2004-08-24,2004-09-01,FALSE,"Demoskop"
"2004-aug","Sifo",0.232,0.128,0.065,0.064,0.346,0.088,0.059,NA,NA,NA,1890,2004-08-29,2004-08-16,2004-08-26,FALSE,"Sifo"
"2004-aug","TEMO",0.235,0.098,0.067,0.052,0.359,0.108,0.061,NA,NA,16.2,2620,2004-08-27,2004-08-09,2004-08-25,FALSE,"Ipsos"
"2004-aug","Demoskop",0.233,0.134,0.054,0.061,0.346,0.094,0.051,NA,NA,13.6,1000,2004-08-01,NA,NA,FALSE,"Demoskop"
"2004-jul","Skop",0.185,0.126,0.068,0.069,0.376,0.09,0.058,NA,NA,7,1050,2004-07-18,2004-06-19,2004-07-08,FALSE,"Skop"
"2004-jul","Demoskop",0.237,0.119,0.062,0.051,0.338,0.103,0.059,NA,NA,16.5,1000,2004-07-01,NA,NA,FALSE,"Demoskop"
"2004-jun","TEMO",0.229,0.107,0.068,0.048,0.352,0.118,0.059,NA,NA,19.8,4054,2004-06-25,2004-05-27,2004-06-23,FALSE,"Ipsos"
"2004-jun","SCB",0.216,0.117,0.066,0.062,0.377,0.095,0.046,NA,NA,16.8,7041,2004-06-17,2004-05-03,2004-05-27,FALSE,"SCB"
"2004-jun","Demoskop",0.197,0.123,0.064,0.056,0.384,0.094,0.054,NA,NA,15.4,1000,2004-06-01,NA,NA,FALSE,"Demoskop"
"2004-maj","TEMO",0.234,0.117,0.055,0.05,0.373,0.107,0.046,NA,NA,16.1,2691,2004-05-28,2004-04-29,2004-05-26,FALSE,"Ipsos"
"2004-maj","Skop",0.191,0.133,0.07,0.065,0.379,0.099,0.033,NA,NA,7,1218,2004-05-16,2004-04-16,2004-05-14,FALSE,"Skop"
"2004-maj","Sifo",0.206,0.116,0.046,0.064,0.385,0.1,0.055,NA,NA,NA,1884,2004-05-16,2004-05-03,2004-05-13,FALSE,"Sifo"
"2004-maj","Demoskop",0.198,0.117,0.065,0.058,0.396,0.071,0.052,NA,NA,13.5,1000,2004-05-01,NA,NA,FALSE,"Demoskop"
"2004-apr","TEMO",0.248,0.113,0.054,0.04,0.386,0.091,0.052,NA,NA,14.9,3762,2004-04-30,2004-03-25,2004-04-28,FALSE,"Ipsos"
"2004-apr","Skop",0.191,0.129,0.059,0.074,0.387,0.088,0.052,NA,NA,7,1157,2004-04-18,2004-03-17,2004-04-10,FALSE,"Skop"
"2004-apr","Sifo",0.208,0.128,0.066,0.056,0.382,0.085,0.049,NA,NA,NA,1895,2004-04-18,2004-04-05,2004-04-15,FALSE,"Sifo"
"2004-apr","Ruab",0.257,0.091,0.057,0.038,0.383,0.099,0.057,NA,NA,26,NA,2004-04-03,2004-03-23,2004-03-31,FALSE,"Sifo"
"2004-apr","Demoskop",0.2,0.11,0.075,0.067,0.36,0.097,0.058,NA,NA,16.6,1000,2004-04-01,NA,NA,FALSE,"Demoskop"
"2004-mar","TEMO",0.241,0.105,0.059,0.052,0.38,0.095,0.054,NA,NA,15.6,2854,2004-03-26,2004-02-26,2004-03-24,FALSE,"Ipsos"
"2004-mar","Skop",0.177,0.144,0.059,0.078,0.381,0.084,0.046,NA,NA,7,1773,2004-03-14,2004-02-16,2004-03-12,FALSE,"Skop"
